episode,color_idx,shape_idx,size_idx,success,token_0,token_1,token_2
868,2,2,1,1,3,6,6
869,0,1,0,0,4,5,0
870,0,0,0,0,4,5,9
871,2,2,1,1,3,6,6
872,1,1,0,0,4,5,0
873,2,0,1,1,3,6,1
874,0,2,1,1,3,6,6
875,1,2,1,1,3,6,6
876,1,2,1,1,3,6,6
877,1,2,0,1,3,5,0
878,1,0,1,0,3,6,1
879,1,1,0,1,4,5,0
880,0,2,1,1,3,6,6
881,1,0,1,1,3,6,1
882,0,2,0,0,3,5,0
883,1,1,1,1,3,6,8
884,0,0,1,0,3,6,1
885,2,2,1,1,3,6,6
886,2,0,0,1,4,5,9
887,1,0,1,1,3,6,1
888,1,1,0,1,4,5,0
889,0,0,0,1,4,5,9
890,0,0,0,1,4,5,9
891,0,2,1,0,3,6,6
892,2,2,1,0,3,6,6
893,2,2,1,0,3,6,6
894,0,1,1,1,3,6,8
895,2,0,1,1,3,6,1
896,1,1,0,1,4,5,0
897,0,2,0,1,3,5,0
898,2,1,1,1,3,6,8
899,0,2,0,1,3,5,0
900,0,2,0,1,3,5,0
901,1,1,1,1,3,6,8
902,1,0,1,1,3,6,1
903,0,2,1,0,3,6,6
904,0,0,1,1,3,6,1
905,0,0,0,0,4,5,9
906,2,0,0,0,4,5,9
907,1,1,0,1,4,5,0
908,2,2,0,1,3,5,0
909,1,0,0,1,4,5,9
910,0,2,0,1,3,5,0
911,1,1,1,0,3,6,8
912,1,2,1,1,3,6,6
913,2,0,1,1,3,6,1
914,1,1,1,1,3,6,8
915,0,0,1,0,3,6,1
916,2,1,0,1,4,5,0
917,0,1,0,0,4,5,0
918,1,2,1,1,3,6,6
919,0,1,0,1,4,5,0
920,1,1,1,0,3,6,8
921,2,2,1,1,3,6,6
922,2,0,0,0,4,5,9
923,0,2,1,0,3,6,6
924,2,2,0,1,3,5,0
925,1,1,0,1,4,5,0
926,2,2,1,1,3,6,6
927,0,0,0,0,4,5,9
928,0,2,1,0,3,6,6
929,2,2,1,1,3,6,6
930,0,0,1,1,3,6,1
931,2,1,1,1,3,6,8
932,2,0,0,0,4,5,9
933,1,2,1,1,3,6,6
934,0,2,1,0,3,6,6
935,1,1,0,1,4,5,0
936,2,0,0,1,4,5,9
937,0,0,0,0,4,5,9
938,1,0,0,0,4,5,9
939,1,2,1,1,3,6,6
940,2,0,1,1,3,6,1
941,2,0,1,1,3,6,1
942,2,0,0,1,4,5,9
943,1,1,1,0,3,6,8
944,2,1,0,0,4,5,0
945,2,2,0,0,3,5,0
946,0,0,1,1,3,6,1
947,0,1,1,1,3,6,8
948,0,2,1,0,3,6,6
949,2,1,1,1,3,6,8
950,0,2,1,1,3,6,6
951,2,1,0,1,4,5,0
952,2,0,1,1,3,6,1
953,1,2,0,1,3,5,0
954,1,1,0,1,4,5,0
955,1,1,0,1,4,5,0
956,1,0,1,1,3,6,1
957,1,2,0,1,3,5,0
958,1,1,0,1,4,5,0
959,0,2,0,1,3,5,0
960,0,2,0,0,3,5,0
961,1,1,1,1,3,6,8
962,0,1,1,1,3,6,8
963,1,1,1,1,3,6,8
964,2,1,0,1,4,5,0
965,0,0,1,0,3,6,1
966,2,2,0,1,3,5,0
967,1,2,0,1,3,5,0
968,0,1,0,0,4,5,0
969,1,1,1,0,3,6,8
970,1,1,0,1,4,5,0
971,0,2,0,1,3,5,0
972,0,2,0,0,3,5,0
973,1,0,1,0,3,6,1
974,1,2,0,0,3,5,0
975,2,2,0,1,3,5,0
976,1,2,0,1,3,5,0
977,2,2,0,1,3,5,0
978,1,1,1,1,3,6,8
979,0,1,1,1,3,6,8
980,2,1,1,1,3,6,8
981,1,2,1,1,3,6,6
982,0,1,1,1,3,6,8
983,2,0,0,1,4,5,9
984,2,0,0,1,4,5,9
985,1,0,0,1,4,5,9
986,1,0,1,1,3,6,1
987,0,1,0,1,4,5,0
988,2,2,0,0,3,5,0
989,2,2,0,0,3,5,0
990,0,2,1,0,3,6,6
991,1,2,1,1,3,6,6
992,1,0,0,1,4,5,9
993,1,2,0,1,3,5,0
994,0,0,0,1,4,5,9
995,1,0,1,0,3,6,1
996,0,2,0,1,3,5,0
997,0,2,0,0,3,5,0
998,1,1,0,1,4,5,0
999,2,2,0,1,3,5,0
1000,1,0,0,1,4,5,9
1001,1,1,0,1,4,5,0
1002,1,1,1,1,3,6,8
1003,1,2,0,1,3,5,0
1004,2,0,1,1,3,6,1
1005,2,0,1,1,3,6,1
1006,1,1,1,1,3,6,8
1007,2,1,1,1,3,6,8
1008,1,0,1,1,3,6,1
1009,0,0,1,1,3,6,1
1010,2,2,1,1,3,6,6
1011,1,0,0,0,4,5,9
1012,0,2,1,0,3,6,6
1013,1,1,1,1,3,6,8
1014,1,0,1,1,3,6,1
1015,0,1,0,0,4,5,0
1016,2,0,0,1,4,5,9
1017,2,1,1,1,3,6,8
1018,1,0,1,1,3,6,1
1019,1,0,1,1,3,6,1
1020,2,0,1,1,3,6,1
1021,1,0,1,1,3,6,1
1022,0,1,1,1,3,6,8
1023,2,1,0,1,4,5,0
1024,0,1,0,1,4,5,0
1025,0,2,0,1,3,5,0
1026,1,0,1,0,3,6,1
1027,1,1,1,1,3,6,8
1028,2,0,1,1,3,6,1
1029,1,0,0,0,4,5,9
1030,1,1,1,1,3,6,8
1031,1,0,1,1,3,6,1
1032,0,2,1,1,3,6,6
1033,0,2,1,0,3,6,6
1034,0,0,0,1,4,5,9
1035,0,1,1,1,3,6,8
1036,2,0,0,1,4,5,9
1037,2,1,0,1,4,5,0
1038,2,2,0,0,3,5,0
1039,0,1,0,0,4,5,0
1040,1,0,0,1,4,5,9
1041,2,2,0,0,3,5,0
1042,0,2,1,1,3,6,6
1043,1,2,1,0,3,6,6
1044,2,2,1,0,3,6,6
1045,2,2,1,1,3,6,6
1046,1,1,0,1,4,5,0
1047,1,2,0,1,3,5,0
1048,0,2,1,1,3,6,6
1049,2,1,0,0,4,5,0
1050,1,2,0,1,3,5,0
1051,2,2,0,1,3,5,0
1052,2,1,0,1,4,5,0
1053,0,2,1,1,3,6,6
1054,2,0,0,0,4,5,9
1055,1,2,1,1,3,6,6
1056,2,1,0,1,4,5,0
1057,2,1,0,1,4,5,0
1058,0,0,1,1,3,6,1
1059,2,1,0,0,4,5,0
1060,0,2,0,1,3,5,0
1061,0,0,1,1,3,6,1
1062,2,2,0,1,3,5,0
1063,1,0,1,1,3,6,1
1064,1,2,0,1,3,5,0
1065,1,0,0,1,4,5,9
1066,0,0,1,0,3,6,1
1067,2,2,1,0,3,6,6
1068,1,1,1,1,3,6,8
1069,0,1,1,1,3,6,8
1070,0,1,0,1,4,5,0
1071,2,1,1,1,3,6,8
1072,2,1,1,1,3,6,8
1073,0,0,1,1,3,6,1
1074,0,0,0,0,4,5,9
1075,1,0,0,1,4,5,9
1076,2,1,0,1,4,5,0
1077,0,1,0,0,4,5,0
1078,2,1,1,1,3,6,8
1079,1,2,1,1,3,6,6
1080,2,2,0,1,3,5,0
1081,1,1,1,1,3,6,8
1082,1,1,1,1,3,6,8
1083,1,0,1,0,3,6,1
1084,1,2,0,1,3,5,0
1085,2,1,0,1,4,5,0
1086,2,2,0,1,3,5,0
1087,0,1,1,1,3,6,8
1088,1,1,1,1,3,6,8
1089,1,0,1,0,3,6,1
1090,2,1,1,1,3,6,8
1091,1,2,0,1,3,5,0
1092,1,1,0,1,4,5,0
1093,1,1,0,1,4,5,0
1094,1,0,0,1,4,5,9
1095,1,0,1,1,3,6,1
1096,0,2,0,1,3,5,0
1097,2,2,1,0,3,6,6
1098,2,1,0,1,4,5,0
1099,2,0,0,1,4,5,9
1100,1,0,0,1,4,5,9
1101,2,0,1,1,3,6,1
1102,2,2,0,1,3,5,0
1103,2,2,1,1,3,6,6
1104,1,0,1,0,3,6,1
1105,1,1,1,1,3,6,8
1106,0,2,1,0,3,6,6
1107,2,0,1,1,3,6,1
1108,2,0,1,1,3,6,1
1109,1,0,1,0,3,6,1
1110,1,0,0,1,4,5,9
1111,2,0,1,1,3,6,1
1112,1,0,1,0,3,6,1
1113,2,2,1,1,3,6,6
1114,1,0,1,1,3,6,1
1115,2,1,0,0,4,5,0
1116,0,1,1,1,3,6,8
1117,1,0,1,1,3,6,1
1118,1,2,0,1,3,5,0
1119,1,1,0,1,4,5,0
1120,0,2,1,0,3,6,6
1121,0,1,0,1,4,5,0
1122,1,0,1,0,3,6,1
1123,0,0,1,1,3,6,1
1124,0,1,1,1,3,6,8
1125,0,1,0,0,4,5,0
1126,0,2,0,0,3,5,0
1127,1,0,0,1,4,5,9
1128,1,0,1,1,3,6,1
1129,2,2,0,1,3,5,0
1130,1,1,0,1,4,5,0
1131,2,2,1,1,3,6,6
1132,0,2,0,1,3,5,0
1133,2,0,0,1,4,5,9
1134,1,1,1,1,3,6,8
1135,1,2,1,1,3,6,6
1136,0,1,0,1,4,5,0
1137,2,0,0,1,4,5,9
1138,2,1,1,1,3,6,8
1139,0,0,0,1,4,5,9
1140,0,2,1,1,3,6,6
1141,1,0,1,1,3,6,1
1142,0,0,0,0,4,5,9
1143,2,1,0,0,4,5,0
1144,0,2,0,0,3,5,0
1145,2,0,1,1,3,6,1
1146,2,2,0,1,3,5,0
1147,1,2,0,1,3,5,0
1148,1,2,0,0,3,5,0
1149,2,0,1,0,3,6,1
1150,2,2,0,1,3,5,0
1151,2,2,1,1,3,6,6
1152,2,1,0,1,4,5,0
1153,1,0,1,1,3,6,1
1154,2,1,1,1,3,6,8
1155,0,0,1,1,3,6,1
1156,0,2,0,1,3,5,0
1157,1,2,1,1,3,6,6
1158,2,0,1,1,3,6,1
1159,2,0,1,1,3,6,1
1160,1,0,0,1,4,5,9
1161,1,0,1,1,3,6,1
1162,2,0,1,1,3,6,1
1163,0,2,0,1,3,5,0
1164,1,2,1,0,3,6,6
1165,1,2,1,1,3,6,6
1166,1,1,0,1,4,5,0
1167,1,0,1,0,3,6,1
1168,1,1,0,1,4,5,0
1169,1,0,1,0,3,6,1
1170,1,2,0,1,3,5,0
1171,1,1,0,1,4,5,0
1172,2,0,0,1,4,5,9
1173,1,2,1,0,3,6,6
1174,0,2,0,1,3,5,0
1175,1,1,0,1,4,5,0
1176,0,1,1,0,3,6,8
1177,2,2,1,0,3,6,6
1178,1,2,0,1,3,5,0
1179,1,0,1,1,3,6,1
1180,2,1,1,0,3,6,8
1181,0,1,1,0,3,6,8
1182,1,0,0,1,4,5,9
1183,1,2,0,1,3,5,0
1184,1,1,1,1,3,6,8
1185,0,0,0,0,4,5,9
1186,1,2,0,0,3,5,0
1187,0,2,0,1,3,5,0
1188,2,0,0,1,4,5,9
1189,1,2,0,1,3,5,0
1190,0,1,1,0,3,6,8
1191,1,1,0,1,4,5,0
1192,1,0,0,1,4,5,9
1193,1,0,0,1,4,5,9
1194,1,2,1,1,3,6,6
1195,0,0,0,0,4,5,9
1196,0,0,0,0,4,5,9
1197,2,2,1,1,3,6,6
1198,2,2,1,1,3,6,6
1199,0,1,1,0,3,6,8
1200,1,1,1,0,3,6,8
1201,1,0,0,1,4,5,9
1202,0,1,1,0,3,6,8
1203,1,1,1,0,3,6,8
1204,2,1,1,0,3,6,8
1205,2,0,0,0,4,5,9
1206,1,2,0,1,3,5,0
1207,0,2,1,1,3,6,6
1208,1,1,0,1,4,5,0
1209,1,0,1,0,3,6,1
1210,2,0,1,1,3,6,1
1211,0,2,1,1,3,6,6
1212,1,1,0,1,4,5,0
1213,0,0,0,0,4,5,9
1214,2,2,0,0,3,5,0
1215,0,1,1,0,3,6,8
1216,0,0,1,0,3,6,1
1217,1,0,0,1,4,5,9
1218,0,0,1,1,3,6,1
1219,2,2,0,0,3,5,0
1220,0,0,1,1,3,6,1
1221,0,0,0,0,4,5,9
1222,0,2,0,1,3,5,0
1223,1,2,0,1,3,5,0
1224,0,0,0,0,4,5,9
1225,1,2,1,1,3,6,6
1226,0,0,0,1,4,5,9
1227,2,2,0,1,3,5,0
1228,1,0,1,1,3,6,1
1229,0,2,0,1,3,5,0
1230,0,1,0,0,4,5,0
1231,1,2,1,1,3,6,6
1232,0,0,1,0,3,6,1
1233,2,1,1,1,3,6,8
1234,2,0,0,0,4,5,9
1235,1,1,0,0,4,5,0
1236,1,1,1,1,3,6,8
1237,2,0,0,1,4,5,9
1238,0,1,1,0,3,6,8
1239,0,2,0,1,3,5,0
1240,0,0,0,1,4,5,9
1241,0,2,0,1,3,5,0
1242,1,0,1,1,3,6,1
1243,2,1,1,1,3,6,8
1244,1,0,0,1,4,5,9
1245,1,0,1,1,3,6,1
1246,1,2,1,1,3,6,6
1247,2,1,1,1,3,6,8
1248,2,0,0,0,4,5,9
1249,0,0,1,1,3,6,1
1250,2,2,1,1,3,6,6
1251,2,1,0,1,4,5,0
1252,1,1,1,1,3,6,8
1253,2,1,1,0,3,6,8
1254,0,2,1,1,3,6,6
1255,2,2,0,1,3,5,0
1256,1,2,0,1,3,5,0
1257,1,2,0,1,3,5,0
1258,1,0,1,0,3,6,1
1259,1,0,0,1,4,5,9
1260,0,1,0,0,4,5,0
1261,1,0,1,1,3,6,1
1262,2,2,1,1,3,6,6
1263,2,0,0,0,4,5,9
1264,1,2,1,1,3,6,6
1265,1,1,0,1,4,5,0
1266,2,2,0,1,3,5,0
1267,1,1,0,1,4,5,0
1268,2,1,0,1,4,5,0
1269,1,2,0,1,3,5,0
1270,1,0,0,1,4,5,9
1271,2,1,0,1,4,5,0
1272,2,1,0,1,4,5,0
1273,2,2,0,1,3,5,0
1274,1,1,1,1,3,6,8
1275,2,1,1,1,3,6,8
1276,0,1,1,1,3,6,8
1277,0,1,1,1,3,6,8
1278,2,0,1,1,3,6,1
1279,1,1,1,1,3,6,8
1280,1,0,0,0,4,5,9
1281,2,1,0,1,4,5,0
1282,0,0,1,1,3,6,1
1283,0,2,1,0,3,6,6
1284,1,2,1,1,3,6,6
1285,0,0,0,1,4,5,9
1286,1,0,1,1,3,6,1
1287,1,0,0,1,4,5,9
1288,2,1,1,1,3,6,8
1289,0,1,0,1,4,5,0
1290,0,1,1,0,3,6,8
1291,2,1,0,1,4,5,0
1292,2,0,0,1,4,5,9
1293,0,1,1,1,3,6,8
1294,1,1,0,1,4,5,0
1295,2,1,1,1,3,6,8
1296,0,2,0,0,3,5,0
1297,0,2,1,1,3,6,6
1298,2,0,0,1,4,5,9
1299,2,2,1,1,3,6,6
1300,1,2,1,1,3,6,6
1301,0,2,1,0,3,6,6
1302,0,0,1,0,3,6,1
1303,0,2,0,1,3,5,0
1304,0,0,1,1,3,6,1
1305,0,1,1,1,3,6,8
1306,1,1,0,0,4,5,0
1307,0,2,0,1,3,5,0
1308,1,1,0,1,4,5,0
1309,0,0,1,1,3,6,1
1310,0,1,0,0,4,5,0
1311,0,0,1,1,3,6,1
1312,2,0,1,1,3,6,1
1313,1,1,1,1,3,6,8
1314,2,2,1,0,3,6,6
1315,2,1,0,1,4,5,0
1316,2,1,0,1,4,5,0
1317,2,2,1,1,3,6,6
1318,2,2,1,1,3,6,6
1319,0,0,1,1,3,6,1
1320,2,0,0,1,4,5,9
1321,1,2,1,1,3,6,6
1322,1,2,1,1,3,6,6
1323,0,1,1,0,3,6,8
1324,0,2,0,0,3,5,0
1325,0,0,0,1,4,5,9
1326,0,2,1,1,3,6,6
1327,0,1,0,1,4,5,0
1328,2,1,1,1,3,6,8
1329,1,1,1,1,3,6,8
1330,2,2,0,0,3,5,0
1331,1,1,0,1,4,5,0
1332,1,2,1,1,3,6,6
1333,1,0,1,0,3,6,1
1334,0,1,0,0,4,5,0
1335,1,2,0,1,3,5,0
1336,0,1,1,0,3,6,8
1337,2,0,0,1,4,5,9
1338,1,0,1,1,3,6,1
1339,2,0,0,1,4,5,9
1340,0,2,1,1,3,6,6
1341,0,2,0,1,3,5,0
1342,1,0,1,1,3,6,1
1343,2,1,0,1,4,5,0
1344,2,1,1,1,3,6,8
1345,1,2,1,1,3,6,6
1346,0,2,0,0,3,5,0
1347,1,2,0,1,3,5,0
1348,0,2,1,1,3,6,6
1349,0,1,1,1,3,6,8
1350,0,0,0,1,4,5,9
1351,0,0,1,1,3,6,1
1352,2,0,0,1,4,5,9
1353,2,2,1,1,3,6,6
1354,0,0,1,0,3,6,1
1355,0,0,0,0,4,5,9
1356,1,2,0,1,3,5,0
1357,2,0,0,1,4,5,9
1358,1,1,0,1,4,5,0
1359,1,0,1,0,3,6,1
1360,0,0,0,1,4,5,9
1361,1,2,1,1,3,6,6
1362,1,1,0,1,4,5,0
1363,1,0,0,1,4,5,9
1364,0,0,0,0,4,5,9
1365,1,2,1,1,3,6,6
1366,1,2,0,1,3,5,0
1367,2,0,1,1,3,6,1
1368,1,1,1,1,3,6,8
1369,0,0,0,0,4,5,9
1370,0,1,0,1,4,5,0
1371,1,1,0,1,4,5,0
1372,2,1,1,0,3,6,8
1373,1,0,1,1,3,6,1
1374,1,2,0,1,3,5,0
1375,0,2,1,1,3,6,6
1376,1,0,1,0,3,6,1
1377,0,1,1,1,3,6,8
1378,0,2,1,1,3,6,6
1379,2,1,0,1,4,5,0
1380,0,2,1,1,3,6,6
1381,1,2,0,1,3,5,0
1382,2,1,1,1,3,6,8
1383,0,0,0,1,4,5,9
1384,2,0,0,1,4,5,9
1385,1,1,0,0,4,5,0
1386,0,1,0,1,4,5,0
1387,2,0,0,1,4,5,9
1388,1,2,0,1,3,5,0
1389,0,2,0,1,3,5,0
1390,0,1,0,1,4,5,0
1391,1,2,1,1,3,6,6
1392,2,0,0,0,4,5,9
1393,1,0,0,1,4,5,9
1394,2,2,0,1,3,5,0
1395,0,0,0,0,4,5,9
1396,1,2,0,1,3,5,0
1397,2,0,0,1,4,5,9
1398,2,0,1,1,3,6,1
1399,2,2,1,1,3,6,6
1400,0,0,0,1,4,5,9
1401,1,0,0,1,4,5,9
1402,2,0,1,1,3,6,1
1403,1,1,0,0,4,5,0
1404,0,2,0,0,3,5,0
1405,0,0,1,0,3,6,1
1406,0,0,1,1,3,6,1
1407,0,1,1,1,3,6,8
1408,0,2,1,0,3,6,6
1409,1,2,1,0,3,6,6
1410,1,2,1,1,3,6,6
1411,0,0,0,1,4,5,9
1412,0,2,0,1,3,5,0
1413,2,0,1,1,3,6,1
1414,1,1,1,1,3,6,8
1415,1,1,1,1,3,6,8
1416,0,0,1,1,3,6,1
1417,0,0,0,0,4,5,9
1418,1,1,0,1,4,5,0
1419,2,2,1,1,3,6,6
1420,0,0,0,1,4,5,9
1421,0,2,0,0,3,5,0
1422,0,0,1,1,3,6,1
1423,1,1,0,1,4,5,0
1424,0,0,1,1,3,6,1
1425,1,0,0,0,4,5,9
1426,1,0,1,0,3,6,1
1427,2,1,1,1,3,6,8
1428,0,2,1,1,3,6,6
1429,2,1,1,0,3,6,8
1430,2,2,1,1,3,6,6
1431,0,1,1,1,3,6,8
1432,1,2,1,1,3,6,6
1433,0,2,1,1,3,6,6
1434,1,0,1,1,3,6,1
1435,2,1,0,1,4,5,0
1436,0,1,0,1,4,5,0
1437,2,0,0,1,4,5,9
1438,1,0,0,0,4,5,9
1439,1,0,1,1,3,6,1
1440,0,2,0,0,3,5,0
1441,2,0,0,1,4,5,9
1442,2,1,1,1,3,6,8
1443,1,2,0,1,3,5,0
1444,2,1,1,1,3,6,8
1445,2,0,1,1,3,6,1
1446,1,0,1,1,3,6,1
1447,2,0,0,0,4,5,9
1448,0,2,0,1,3,5,0
1449,0,1,0,1,4,5,0
1450,0,2,1,1,3,6,6
1451,1,0,1,1,3,6,1
1452,2,2,1,1,3,6,6
1453,1,0,1,1,3,6,1
1454,1,1,0,1,4,5,0
1455,2,2,1,1,3,6,6
1456,0,1,1,1,3,6,8
1457,2,0,0,1,4,5,9
1458,1,2,1,1,3,6,6
1459,0,1,1,1,3,6,8
1460,1,1,0,1,4,5,0
1461,0,0,0,1,4,5,9
1462,2,2,0,1,3,5,0
1463,0,1,0,1,4,5,0
1464,1,1,0,1,4,5,0
1465,2,2,1,1,3,6,6
1466,0,2,1,1,3,6,6
1467,0,2,0,1,3,5,0
1468,2,0,1,1,3,6,1
1469,2,1,0,1,4,5,0
1470,2,1,0,1,4,5,0
1471,2,2,0,1,3,5,0
1472,0,2,1,1,3,6,6
1473,1,2,0,1,3,5,0
1474,2,1,0,1,4,5,0
1475,2,0,0,1,4,5,9
1476,2,1,1,1,3,6,8
1477,2,0,1,1,3,6,1
1478,0,0,0,1,4,5,9
1479,1,2,1,1,3,6,6
1480,1,0,1,0,3,6,1
1481,1,2,0,1,3,5,0
1482,2,0,0,1,4,5,9
1483,0,0,1,1,3,6,1
1484,2,1,1,1,3,6,8
1485,0,2,0,0,3,5,0
1486,2,0,0,1,4,5,9
1487,1,0,0,1,4,5,9
1488,2,0,1,1,3,6,1
1489,1,1,1,1,3,6,8
1490,0,2,1,0,3,6,6
1491,0,0,0,0,4,5,9
1492,1,2,0,1,3,5,0
1493,1,0,0,1,4,5,9
1494,0,1,1,0,3,6,8
1495,0,2,1,1,3,6,6
1496,1,0,0,1,4,5,9
1497,2,2,0,1,3,5,0
1498,2,2,0,1,3,5,0
1499,0,0,1,1,3,6,1
1500,0,1,0,1,4,5,0
1501,1,2,0,1,3,5,0
1502,2,0,0,1,4,5,9
1503,0,1,0,1,4,5,0
1504,2,0,0,0,4,5,9
1505,0,0,0,1,4,5,9
1506,1,1,0,1,4,5,0
1507,0,1,0,0,4,5,0
1508,0,2,1,1,3,6,6
1509,1,2,0,1,3,5,0
1510,0,1,1,1,3,6,8
1511,0,2,1,0,3,6,6
1512,1,2,0,1,3,5,0
1513,0,0,1,1,3,6,1
1514,2,1,0,1,4,5,0
1515,2,0,0,1,4,5,9
1516,1,2,1,1,3,6,6
1517,2,2,0,1,3,5,0
1518,2,1,1,1,3,6,8
1519,1,2,0,1,3,5,0
1520,0,1,0,1,4,5,0
1521,2,1,1,1,3,6,8
1522,2,1,0,1,4,5,0
1523,1,2,0,1,3,5,0
1524,1,2,0,1,3,5,0
1525,0,1,1,1,3,6,8
1526,0,0,1,1,3,6,1
1527,2,0,0,1,4,5,9
1528,0,1,1,0,3,6,8
1529,0,2,1,1,3,6,6
1530,0,0,0,0,4,5,9
1531,0,2,0,0,3,5,0
1532,0,0,0,0,4,5,9
1533,0,1,1,1,3,6,8
1534,0,2,0,1,3,5,0
1535,2,0,0,0,4,5,9
1536,1,2,1,0,3,6,6
1537,1,1,1,1,3,6,8
1538,1,1,0,0,4,5,0
1539,2,1,0,1,4,5,0
1540,0,0,0,0,4,5,9
1541,0,0,1,1,3,6,1
1542,1,2,1,1,3,6,6
1543,0,0,1,1,3,6,1
1544,1,2,0,1,3,5,0
1545,1,1,0,1,4,5,0
1546,2,2,1,0,3,6,6
1547,2,0,0,1,4,5,9
1548,2,1,0,1,4,5,0
1549,2,0,0,1,4,5,9
1550,2,2,0,1,3,5,0
1551,2,1,0,1,4,5,0
1552,2,1,1,1,3,6,8
1553,1,0,0,1,4,5,9
1554,0,1,0,1,4,5,0
1555,0,2,0,1,3,5,0
1556,2,2,0,1,3,5,0
1557,0,2,1,1,3,6,6
1558,0,2,1,1,3,6,6
1559,1,0,1,0,3,6,1
1560,2,0,0,1,4,5,9
1561,1,0,1,0,3,6,1
1562,2,0,0,1,4,5,9
1563,1,1,1,0,3,6,8
1564,0,2,0,0,3,5,0
1565,2,0,1,1,3,6,1
1566,1,2,1,1,3,6,6
1567,2,1,1,1,3,6,8
1568,2,0,1,1,3,6,1
1569,1,1,0,1,4,5,0
1570,0,0,1,1,3,6,1
1571,1,2,0,1,3,5,0
1572,0,0,0,1,4,5,9
1573,2,1,1,1,3,6,8
1574,1,1,1,1,3,6,8
1575,1,2,0,1,3,5,0
1576,1,1,1,1,3,6,8
1577,0,0,0,0,4,5,9
1578,0,2,0,1,3,5,0
1579,0,2,1,1,3,6,6
1580,0,2,1,1,3,6,6
1581,1,0,0,1,4,5,9
1582,2,2,1,1,3,6,6
1583,2,1,1,1,3,6,8
1584,0,0,1,1,3,6,1
1585,2,1,0,1,4,5,0
1586,2,2,0,1,3,5,0
1587,2,1,1,1,3,6,8
1588,1,0,0,1,4,5,9
1589,0,0,1,0,3,6,1
1590,2,0,1,1,3,6,1
1591,1,2,1,1,3,6,6
1592,2,0,1,1,3,6,1
1593,1,2,1,1,3,6,6
1594,1,0,1,1,3,6,1
1595,1,0,0,1,4,5,9
1596,2,0,1,0,3,6,1
1597,2,0,1,1,3,6,1
1598,1,0,1,1,3,6,1
1599,2,1,0,1,4,5,0
1600,1,1,0,1,4,5,0
1601,0,1,0,0,4,5,0
1602,1,1,1,0,3,6,8
1603,0,0,0,0,4,5,9
1604,0,1,1,0,3,6,8
1605,1,2,1,1,3,6,6
1606,2,1,0,1,4,5,0
1607,1,2,0,1,3,5,0
1608,2,0,0,1,4,5,9
1609,0,0,0,0,4,5,9
1610,2,2,1,1,3,6,6
1611,0,0,1,1,3,6,1
1612,0,2,1,1,3,6,6
1613,2,0,0,0,4,5,9
1614,0,2,1,1,3,6,6
1615,1,2,0,1,3,5,0
1616,0,0,0,0,4,5,9
1617,0,1,1,1,3,6,8
1618,2,1,1,1,3,6,8
1619,0,2,1,0,3,6,6
1620,1,2,0,1,3,5,0
1621,2,1,1,0,3,6,8
1622,1,1,0,1,4,5,0
1623,1,1,1,1,3,6,8
1624,1,1,0,1,4,5,0
1625,1,2,0,0,3,5,0
1626,0,1,0,1,4,5,0
1627,0,2,1,0,3,6,6
1628,1,0,0,1,4,5,9
1629,0,1,0,0,4,5,0
1630,2,1,0,0,4,5,0
1631,2,2,0,1,3,5,0
1632,2,0,0,1,4,5,9
1633,2,0,0,1,4,5,9
1634,1,2,0,1,3,5,0
1635,1,2,0,1,3,5,0
1636,1,1,0,1,4,5,0
1637,1,0,1,0,3,6,1
1638,2,0,0,1,4,5,9
1639,0,0,0,0,4,5,9
1640,0,0,1,1,3,6,1
1641,1,2,1,1,3,6,6
1642,1,0,1,0,3,6,1
1643,0,1,0,1,4,5,0
1644,0,2,0,1,3,5,0
1645,2,2,1,1,3,6,6
1646,0,0,1,0,3,6,1
1647,1,2,0,1,3,5,0
1648,1,1,0,1,4,5,0
1649,2,0,0,0,4,5,9
1650,0,1,1,0,3,6,8
1651,0,1,1,0,3,6,8
1652,1,0,1,1,3,6,1
1653,0,1,0,0,4,5,0
1654,2,1,0,1,4,5,0
1655,2,2,1,1,3,6,6
1656,2,1,1,1,3,6,8
1657,0,0,0,1,4,5,9
1658,1,2,0,1,3,5,0
1659,0,2,1,0,3,6,6
1660,2,2,1,0,3,6,6
1661,1,2,1,1,3,6,6
1662,1,0,0,1,4,5,9
1663,1,1,0,1,4,5,0
1664,1,0,0,1,4,5,9
1665,1,0,1,0,3,6,1
1666,2,0,0,1,4,5,9
1667,0,2,0,1,3,5,0
1668,0,2,1,0,3,6,6
1669,1,2,0,1,3,5,0
1670,1,0,0,1,4,5,9
1671,0,1,0,1,4,5,0
1672,1,1,1,0,3,6,8
1673,2,1,0,1,4,5,0
1674,0,2,0,1,3,5,0
1675,2,2,1,1,3,6,6
1676,2,1,0,0,4,5,0
1677,0,0,1,1,3,6,1
1678,2,1,0,1,4,5,0
1679,2,0,0,1,4,5,9
1680,1,2,0,1,3,5,0
1681,2,1,1,1,3,6,8
1682,1,0,1,1,3,6,1
1683,2,2,0,1,3,5,0
1684,2,0,1,1,3,6,1
1685,0,2,1,0,3,6,6
1686,1,1,1,1,3,6,8
1687,2,0,0,1,4,5,9
1688,1,1,0,1,4,5,0
1689,1,2,1,1,3,6,6
1690,0,1,0,1,4,5,0
1691,2,0,1,1,3,6,1
1692,1,1,1,0,3,6,8
1693,0,1,1,0,3,6,8
1694,2,2,0,1,3,5,0
1695,0,0,0,1,4,5,9
1696,0,2,1,1,3,6,6
